Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-23 09:15:00,23128.30078125,23133.349609375,23094.5,23100.30078125,0,0.0,0.0
2025-01-23 09:16:00,23099.599609375,23107.650390625,23098.849609375,23102.44921875,0,0.0,0.0
2025-01-23 09:17:00,23101.849609375,23102.44921875,23091.900390625,23100.30078125,0,0.0,0.0
2025-01-23 09:18:00,23100.349609375,23107.69921875,23099.19921875,23104.69921875,0,0.0,0.0
2025-01-23 09:19:00,23103.69921875,23112.44921875,23097.400390625,23111.099609375,0,0.0,0.0
2025-01-23 09:20:00,23109.75,23110.150390625,23099.900390625,23109.599609375,0,0.0,0.0
2025-01-23 09:21:00,23108.400390625,23116.599609375,23104.599609375,23114.44921875,0,0.0,0.0
2025-01-23 09:22:00,23113.25,23118.650390625,23109.69921875,23110.19921875,0,0.0,0.0
2025-01-23 09:23:00,23110.650390625,23125.5,23108.69921875,23124.94921875,0,0.0,0.0
2025-01-23 09:24:00,23126.0,23127.44921875,23115.150390625,23120.05078125,0,0.0,0.0
2025-01-23 09:25:00,23119.05078125,23121.94921875,23114.0,23121.25,0,0.0,0.0
2025-01-23 09:26:00,23121.599609375,23123.69921875,23111.19921875,23113.05078125,0,0.0,0.0
2025-01-23 09:27:00,23113.0,23115.94921875,23108.900390625,23114.150390625,0,0.0,0.0
2025-01-23 09:28:00,23113.69921875,23113.900390625,23105.5,23109.05078125,0,0.0,0.0
2025-01-23 09:29:00,23110.0,23113.55078125,23104.099609375,23106.650390625,0,0.0,0.0
2025-01-23 09:30:00,23107.150390625,23118.099609375,23103.0,23118.099609375,0,0.0,0.0
2025-01-23 09:31:00,23120.80078125,23120.80078125,23109.05078125,23112.349609375,0,0.0,0.0
2025-01-23 09:32:00,23111.94921875,23116.80078125,23109.94921875,23112.69921875,0,0.0,0.0
2025-01-23 09:33:00,23111.44921875,23120.349609375,23111.30078125,23115.05078125,0,0.0,0.0
2025-01-23 09:34:00,23115.400390625,23116.25,23111.19921875,23114.0,0,0.0,0.0
2025-01-23 09:35:00,23114.44921875,23160.05078125,23113.55078125,23153.30078125,0,0.0,0.0
2025-01-23 09:36:00,23152.55078125,23164.19921875,23147.55078125,23148.94921875,0,0.0,0.0
2025-01-23 09:37:00,23148.19921875,23172.05078125,23146.19921875,23172.05078125,0,0.0,0.0
2025-01-23 09:38:00,23172.75,23178.599609375,23166.099609375,23171.44921875,0,0.0,0.0
2025-01-23 09:39:00,23171.349609375,23174.849609375,23166.150390625,23171.599609375,0,0.0,0.0
2025-01-23 09:40:00,23172.0,23188.400390625,23170.25,23185.0,0,0.0,0.0
2025-01-23 09:41:00,23185.400390625,23188.69921875,23180.150390625,23183.099609375,0,0.0,0.0
2025-01-23 09:42:00,23182.05078125,23188.650390625,23179.849609375,23185.30078125,0,0.0,0.0
2025-01-23 09:43:00,23183.75,23187.94921875,23183.25,23185.30078125,0,0.0,0.0
2025-01-23 09:44:00,23184.5,23202.400390625,23182.150390625,23199.099609375,0,0.0,0.0
2025-01-23 09:45:00,23197.94921875,23197.94921875,23187.94921875,23193.55078125,0,0.0,0.0
2025-01-23 09:46:00,23192.75,23194.400390625,23183.44921875,23190.30078125,0,0.0,0.0
2025-01-23 09:47:00,23189.80078125,23196.349609375,23186.19921875,23196.349609375,0,0.0,0.0
2025-01-23 09:48:00,23196.400390625,23205.349609375,23194.69921875,23199.94921875,0,0.0,0.0
2025-01-23 09:49:00,23199.25,23203.099609375,23195.80078125,23202.55078125,0,0.0,0.0
2025-01-23 09:50:00,23203.599609375,23205.05078125,23192.650390625,23196.44921875,0,0.0,0.0
2025-01-23 09:51:00,23198.05078125,23200.849609375,23195.44921875,23199.099609375,0,0.0,0.0
2025-01-23 09:52:00,23199.599609375,23200.44921875,23192.400390625,23197.25,0,0.0,0.0
2025-01-23 09:53:00,23197.75,23211.5,23195.849609375,23211.5,0,0.0,0.0
2025-01-23 09:54:00,23211.25,23213.400390625,23207.0,23208.69921875,0,0.0,0.0
2025-01-23 09:55:00,23207.69921875,23213.69921875,23206.349609375,23209.94921875,0,0.0,0.0
2025-01-23 09:56:00,23209.44921875,23220.150390625,23208.900390625,23213.849609375,0,0.0,0.0
2025-01-23 09:57:00,23213.94921875,23214.5,23208.69921875,23212.349609375,0,0.0,0.0
2025-01-23 09:58:00,23212.900390625,23213.599609375,23199.900390625,23204.25,0,0.0,0.0
2025-01-23 09:59:00,23203.30078125,23203.94921875,23196.80078125,23202.69921875,0,0.0,0.0
2025-01-23 10:00:00,23203.30078125,23207.849609375,23188.349609375,23191.05078125,0,0.0,0.0
2025-01-23 10:01:00,23191.150390625,23206.849609375,23191.150390625,23206.19921875,0,0.0,0.0
2025-01-23 10:02:00,23205.25,23215.69921875,23205.099609375,23212.900390625,0,0.0,0.0
2025-01-23 10:03:00,23213.69921875,23213.69921875,23201.150390625,23204.44921875,0,0.0,0.0
2025-01-23 10:04:00,23204.75,23216.44921875,23204.75,23214.80078125,0,0.0,0.0
2025-01-23 10:05:00,23215.099609375,23216.19921875,23207.599609375,23209.900390625,0,0.0,0.0
2025-01-23 10:06:00,23210.55078125,23213.75,23207.099609375,23211.599609375,0,0.0,0.0
2025-01-23 10:07:00,23211.0,23226.30078125,23210.650390625,23224.349609375,0,0.0,0.0
2025-01-23 10:08:00,23224.349609375,23225.44921875,23216.44921875,23218.55078125,0,0.0,0.0
2025-01-23 10:09:00,23219.849609375,23223.80078125,23216.69921875,23219.5,0,0.0,0.0
2025-01-23 10:10:00,23219.650390625,23226.69921875,23218.150390625,23224.599609375,0,0.0,0.0
2025-01-23 10:11:00,23224.150390625,23234.69921875,23224.150390625,23230.0,0,0.0,0.0
2025-01-23 10:12:00,23231.0,23231.0,23217.19921875,23223.849609375,0,0.0,0.0
2025-01-23 10:13:00,23223.25,23227.400390625,23219.0,23222.650390625,0,0.0,0.0
2025-01-23 10:14:00,23223.30078125,23224.150390625,23213.599609375,23217.80078125,0,0.0,0.0
2025-01-23 10:15:00,23217.599609375,23221.69921875,23215.75,23218.44921875,0,0.0,0.0
2025-01-23 10:16:00,23219.05078125,23226.599609375,23219.05078125,23225.0,0,0.0,0.0
2025-01-23 10:17:00,23225.400390625,23225.44921875,23217.849609375,23223.400390625,0,0.0,0.0
2025-01-23 10:18:00,23223.099609375,23229.44921875,23221.599609375,23227.44921875,0,0.0,0.0
2025-01-23 10:19:00,23226.75,23228.5,23221.599609375,23223.650390625,0,0.0,0.0
2025-01-23 10:20:00,23225.75,23233.349609375,23224.55078125,23228.80078125,0,0.0,0.0
2025-01-23 10:21:00,23228.55078125,23233.599609375,23226.55078125,23231.099609375,0,0.0,0.0
2025-01-23 10:22:00,23231.400390625,23235.25,23226.349609375,23235.05078125,0,0.0,0.0
2025-01-23 10:23:00,23234.75,23237.80078125,23231.80078125,23235.849609375,0,0.0,0.0
